,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
43126,56,5,114,1,49,0,0,0,0,1420,1424.3850051088425,201.36280912597593,360.0,1.0,0,0,33160,3,25.85,-80.36
43127,143,266,67,0,30,0,3,1,0,1642,2457.581399042733,102.41179520367596,360.0,0.0,0,1,33160,1,25.85,-80.18
43135,30,252,152,1,30,1,0,0,0,1066,2205.703919661013,117.25240264008536,360.0,1.0,0,0,33031,3,25.9,-80.35
43136,366,43,140,0,26,0,0,0,0,1493,1717.6317997221913,161.26201881706237,360.0,1.0,1,1,33165,3,25.67,-80.3
43137,74,207,0,1,25,0,0,0,0,3078,2007.585932070239,209.6696719148852,240.0,1.0,0,1,33155,0,25.92,-80.41
43139,104,180,30,1,20,1,0,0,0,1419,1672.4292012112594,105.6657254679152,360.0,1.0,2,0,33032,3,25.96,-80.51
43142,363,210,148,1,32,1,0,0,0,1319,759.7413683159548,180.46658140543187,360.0,1.0,1,1,33137,3,25.88,-80.21
43145,337,168,37,1,21,0,0,0,1,3391,3542.8150348971267,157.29656394433303,360.0,0.0,0,1,33161,2,25.56,-80.24
43147,358,335,54,1,20,0,1,0,0,2258,3759.689441110366,101.69781698909512,360.0,0.0,0,1,33181,1,25.56,-80.5
43158,169,216,114,1,22,1,1,0,0,1350,2200.8648765638864,105.91058347462659,360.0,1.0,1,1,33180,3,25.7,-80.14
43161,114,304,93,0,38,0,0,0,0,1505,2661.392672852187,105.258057386952,360.0,1.0,2,0,33178,3,25.6,-80.14
43163,399,256,122,1,26,1,2,0,0,875,1244.648370272735,173.32091581410162,360.0,1.0,2,1,33170,3,25.75,-80.45
43164,367,309,1,1,20,0,0,0,0,925,2476.990205092774,142.42659028575355,360.0,1.0,2,1,33146,3,25.88,-80.21
43166,374,342,23,1,34,1,0,0,0,927,2634.3201975140223,144.08545750456415,360.0,1.0,1,1,33157,0,25.81,-80.36
43168,86,280,156,1,22,0,0,0,0,2499,1781.6701297745617,130.42147237576725,360.0,1.0,1,1,33012,1,25.65,-80.27
43170,326,322,114,1,31,0,2,0,0,2383,1525.9355516915398,123.08078791429648,480.0,1.0,1,0,33186,3,25.46,-80.39
43174,47,304,164,1,21,1,0,0,0,1337,1403.274234846554,102.21711847117055,180.0,0.0,0,1,33193,3,25.75,-80.21
43175,348,109,1,1,29,1,0,0,0,1333,3750.2562896774816,171.66884519385312,360.0,1.0,1,0,33128,3,25.77,-80.14
43178,383,323,114,1,23,1,0,0,0,1517,629.2910861564062,141.34233733232043,360.0,1.0,2,1,33137,3,25.92,-80.15
43180,22,335,150,0,31,1,2,0,0,3890,2307.1566134370496,242.32951876121444,240.0,1.0,0,1,33126,7,25.76,-80.32
43181,378,82,52,1,34,1,2,0,0,1260,1707.244008742757,110.37098130152245,360.0,0.0,1,1,33165,2,25.78,-80.24
43182,313,268,170,1,45,1,0,0,0,1130,2248.7109073469796,95.03663957311504,360.0,0.0,2,0,33147,0,25.77,-80.5
43194,69,177,157,1,46,1,0,0,0,1169,2479.500486788292,97.18188610968109,360.0,0.0,0,1,33143,3,25.7,-80.24
43196,10,315,10,1,21,0,1,0,0,1525,1015.7819048574315,113.80584427331115,360.0,0.0,1,1,33030,3,25.77,-80.46
43198,66,270,42,1,36,0,0,0,0,3717,3055.515113027588,98.30781973503456,360.0,0.0,1,0,33149,3,25.78,-80.41
43199,60,280,81,1,28,1,1,0,1,7634,664.4184117515708,145.18935226970964,360.0,1.0,1,1,33126,3,25.74,-80.14
43201,22,321,60,1,26,1,0,0,0,1290,1462.2124807179036,137.52629095969547,360.0,1.0,2,1,33176,3,25.86,-80.41
43205,154,16,142,1,36,1,1,1,0,4943,2280.9741517367493,103.48148149275427,360.0,0.0,1,0,33186,3,25.81,-80.5
43210,76,235,19,1,32,0,2,0,0,1573,2408.2772681583697,153.9910834209502,360.0,0.0,0,1,33161,3,25.79,-80.21
43215,34,253,135,1,20,1,0,0,0,3122,2323.549530808872,98.67260077145241,360.0,1.0,1,1,33135,3,25.88,-80.4
43220,225,152,64,1,43,0,1,0,0,1163,1102.7289155314497,155.24266765014497,360.0,1.0,0,1,33014,3,25.81,-80.21
43224,384,24,155,0,28,1,0,0,0,2142,2199.0661291025713,132.3830281936054,360.0,1.0,0,1,33126,2,25.73,-80.19
43228,287,185,41,1,29,1,0,0,0,1072,2301.086655135484,140.8176721274674,360.0,1.0,0,1,33130,0,25.85,-80.19
43229,114,217,135,1,27,1,0,0,0,3256,2273.293031933844,169.1898883608991,180.0,1.0,0,1,33012,0,25.86,-80.32
43232,121,348,11,1,35,0,2,0,0,2821,1168.3456798043348,103.0954409061585,180.0,0.0,1,1,33141,3,25.95,-80.21
43236,127,166,101,1,23,0,0,0,0,3165,1156.4557537803742,106.13079476514768,360.0,1.0,0,1,33015,3,25.6,-80.28
43238,296,261,166,1,30,0,0,0,0,1473,1533.724320180095,129.8166683172961,360.0,1.0,0,1,33149,3,25.52,-80.27
43239,280,74,42,1,23,0,2,0,0,976,968.6393507738283,144.0223839762859,360.0,1.0,2,0,33033,3,25.56,-80.63
43240,321,212,73,1,37,0,0,0,0,1271,2184.786371976258,177.21905677101728,360.0,1.0,1,0,33184,3,25.66,-80.31
43242,111,239,155,1,29,1,0,1,0,1133,1378.8239328551795,107.1890266537523,360.0,1.0,1,1,33187,1,25.85,-80.31
43244,54,149,33,1,37,1,0,0,0,763,1131.536188306154,148.3480459636874,480.0,1.0,1,0,33010,0,25.89,-80.27
43246,289,29,1,1,23,1,1,0,0,4845,1179.7264623682345,186.8840807466599,360.0,1.0,0,0,33132,3,25.89,-80.36
43247,20,336,164,1,27,1,0,0,0,1839,2898.9738577231215,179.62029615783248,360.0,0.0,0,1,33190,3,25.86,-80.4
43250,317,336,135,1,32,1,1,0,1,2140,1250.553059655485,97.54653497427415,180.0,0.0,1,1,33174,3,25.71,-80.15
43251,222,345,54,1,40,0,0,0,0,5247,2742.220378464477,170.73742295195362,180.0,1.0,1,1,33150,4,25.86,-80.41
43252,151,135,114,1,26,0,1,0,0,6255,2530.857123180448,152.90254994894838,300.0,1.0,1,0,33013,3,25.46,-80.41
43253,297,79,1,1,27,1,0,0,0,1435,1650.1108011947322,358.5602587017777,360.0,1.0,0,0,33149,3,25.82,-80.41
43256,240,348,18,1,21,1,3,0,0,7549,1433.1862162991429,148.31951560524755,360.0,0.0,2,1,33181,4,25.68,-80.34
43259,141,324,134,1,24,0,0,0,0,2886,2678.0230842397254,107.04166359489349,360.0,1.0,2,1,33156,3,25.65,-80.19
43262,197,332,114,1,32,0,0,0,0,1086,3156.1263404423,124.77015009671892,360.0,1.0,2,0,33054,3,25.88,-80.34
43265,322,78,157,1,24,1,1,0,1,1275,2772.265775661058,265.1119772724129,360.0,1.0,0,1,33018,3,25.91,-80.36
43267,306,179,130,1,22,1,0,0,1,827,2881.1539401660157,275.7056815120153,360.0,1.0,1,1,33165,3,25.78,-80.31
43274,256,265,87,1,25,1,1,0,0,2408,1030.6190126751856,181.95122632327363,360.0,1.0,2,1,33168,3,25.92,-80.41
43277,12,172,114,1,20,1,0,0,0,2159,1982.1738608757182,112.73843613724713,180.0,1.0,0,1,33039,1,25.78,-80.21
43284,48,135,166,1,26,0,0,0,0,3538,2988.1097170419207,273.2038657452767,360.0,1.0,0,0,33129,1,25.7,-80.28
43286,145,115,44,1,20,0,2,1,0,1397,2101.9817186170144,192.54793529944598,180.0,0.0,1,1,33174,3,25.68,-80.4
43291,263,167,39,0,42,0,2,1,0,3902,3424.890855681287,158.61418615250096,300.0,1.0,1,0,33136,6,25.95,-80.36
43292,335,53,114,1,27,1,0,0,0,3326,3773.976176526729,125.55861062328484,360.0,1.0,0,1,33018,3,25.77,-80.21
43294,61,72,5,1,19,1,3,0,1,1926,1910.8623455154452,222.33778336410143,180.0,0.0,0,1,33185,3,25.48,-80.27
43295,100,67,135,1,30,0,1,0,0,1358,2783.819295335548,112.90456999898352,360.0,1.0,1,1,33101,3,25.75,-80.49
43296,269,349,69,1,27,1,0,0,0,1373,1492.3133999972474,123.86067363256096,360.0,1.0,0,1,33145,3,25.78,-80.41
43297,66,54,58,1,51,0,0,1,0,1853,1275.4025853519533,107.18955715893726,360.0,1.0,0,0,33184,3,25.73,-80.63
43299,363,197,6,1,25,0,0,0,0,1342,1400.1134211322938,226.2660665118429,360.0,1.0,1,1,33035,3,25.68,-80.18
43303,267,349,138,1,22,1,2,0,1,2776,1291.7146686612455,96.19088620313047,180.0,0.0,2,1,33173,3,25.81,-80.4
43305,19,61,114,1,27,0,0,0,0,1688,1939.7122992528566,116.59953293232643,360.0,1.0,2,1,33162,3,25.77,-80.39
43308,197,65,65,1,22,0,0,0,0,1416,2565.040773769556,383.1235447876926,360.0,1.0,0,1,33170,3,25.78,-80.31
43310,87,254,64,1,31,1,0,1,0,1197,3580.055098553611,263.16060871619493,180.0,0.0,1,1,33141,3,25.76,-80.21
43311,114,319,130,1,47,0,0,0,0,6990,3763.1972759380806,104.98609860603412,240.0,1.0,2,1,33196,0,25.89,-80.31
43312,128,94,6,1,30,1,1,0,0,2536,1842.227360400515,274.0840810594601,360.0,0.0,1,1,33168,1,25.86,-80.28
43319,103,333,72,1,22,0,1,0,1,2636,1380.7665752684522,105.79851811125198,360.0,0.0,0,1,33135,1,25.78,-80.36
43321,373,141,46,1,24,0,2,0,0,1919,1145.1191813658554,155.23297855316468,360.0,1.0,1,1,33016,3,25.81,-80.36
43323,66,132,25,1,33,0,1,0,1,1494,1590.2441951780022,116.34033903563218,360.0,0.0,1,1,33054,1,25.93,-80.26
43326,326,65,53,1,36,0,1,0,0,3580,1658.4764288601655,273.5568169618853,360.0,0.0,0,1,33131,3,25.7,-80.3
43329,214,77,144,1,28,0,2,0,0,1153,2451.903610040482,132.27011897153017,360.0,1.0,1,1,33140,7,25.57,-80.36
43330,384,164,18,1,21,0,0,0,1,2284,1430.7200772677224,153.26431667564495,360.0,1.0,1,0,33182,3,25.77,-80.18
43334,50,181,45,1,26,0,0,0,0,1762,1319.0716448976618,118.96986377840507,180.0,1.0,0,1,33014,3,25.89,-80.23
43335,10,192,165,0,49,1,0,1,0,775,1667.3732454385586,143.23954427451818,360.0,1.0,0,0,33150,3,25.78,-80.45
43337,310,145,44,1,46,0,0,1,0,2814,2347.2426772415224,153.24036694401505,360.0,1.0,2,1,33170,3,25.95,-80.24
43338,280,85,134,1,35,0,3,1,0,1321,3798.7741438710427,128.66230208333027,180.0,1.0,1,0,33196,3,25.77,-80.17
43339,163,69,114,0,36,1,0,0,0,1356,2368.021726602916,155.42501908465908,360.0,1.0,0,1,33161,3,25.78,-80.29
43341,371,294,135,1,30,0,0,0,0,3093,1167.78651225744,156.62370956556896,360.0,1.0,2,1,33181,3,25.65,-80.24
43344,382,259,11,1,25,1,2,0,0,887,2098.489012887513,101.59213669283203,360.0,1.0,1,1,33157,3,25.86,-80.13
43345,331,91,130,1,33,1,3,0,0,4246,3560.3298755210917,116.2456601709557,180.0,0.0,0,0,33137,6,25.76,-80.18
43351,33,66,134,0,32,0,0,1,0,1443,3528.509414557469,303.76380992066765,360.0,0.0,0,1,33184,2,25.94,-80.31
43355,202,156,26,1,25,1,0,0,0,3179,3444.6110004151055,113.37418724087445,360.0,0.0,1,1,33173,3,25.85,-80.41
43356,291,332,126,1,43,1,1,0,0,5296,711.6146841947643,129.75094139675036,360.0,1.0,2,1,33149,1,25.96,-80.34
43360,318,17,141,1,40,0,0,0,0,1875,2133.7509205031242,302.88374908700837,360.0,1.0,1,1,33131,3,25.7,-80.24
43362,114,190,134,1,30,1,0,0,0,2561,1689.1065653147093,162.7883208789687,360.0,1.0,1,1,33127,3,25.27,-80.18
43366,351,119,0,1,22,0,0,0,0,1498,2686.240330489682,99.56444144090857,360.0,1.0,2,1,33126,3,25.96,-80.3
43375,261,241,136,1,25,0,0,1,0,3064,1178.0812997546313,104.58426757687062,360.0,0.0,1,1,33135,0,25.52,-80.23
43377,211,135,33,1,35,0,0,0,0,1979,2719.039016659246,189.90148527512497,360.0,1.0,1,1,33031,3,25.81,-80.24
43379,216,17,3,1,24,1,2,0,1,1420,1241.281070936127,133.44215398238595,360.0,0.0,1,1,33182,3,25.81,-80.36
43381,123,77,124,1,28,1,0,0,1,1148,1456.55739699361,153.9824876832135,360.0,0.0,0,1,33126,1,25.89,-80.38
43384,141,10,53,1,30,0,0,0,0,1164,1241.4504927072132,146.76578450353566,360.0,1.0,0,1,33149,1,25.76,-80.41
43386,235,210,1,1,20,0,0,0,0,1127,1752.4115690306596,359.688819849073,360.0,1.0,1,1,33185,3,25.48,-80.32
43389,357,264,114,0,24,0,2,1,0,3083,2116.0634510573536,104.85411693168803,360.0,1.0,0,1,33168,3,25.82,-80.45
43393,361,79,114,1,35,0,0,0,0,1216,1697.4882973207075,117.2637171855581,360.0,1.0,0,1,33196,3,25.73,-80.32
43394,338,219,18,0,29,1,0,0,0,2584,1657.663904605325,174.9106300274921,240.0,0.0,0,1,33156,3,25.9,-80.27
43396,67,290,27,1,39,1,2,0,0,3987,2029.9095512714362,172.7246129113037,360.0,1.0,0,1,33035,3,25.78,-80.2
43401,11,355,114,1,31,1,0,0,0,2035,1034.435802051115,144.89494540258866,360.0,1.0,2,1,33013,3,25.73,-80.36
43405,252,281,18,1,38,1,0,0,1,2981,1989.805381172381,148.54969230295484,84.0,1.0,0,1,33174,3,25.77,-80.41
43407,86,82,9,1,26,0,0,0,0,1702,1237.3426733684762,201.54031127730735,360.0,1.0,0,0,33122,3,25.73,-80.21
43408,227,336,135,1,27,0,0,0,1,1187,1126.2638554641712,152.45296865737566,360.0,0.0,0,1,33186,3,25.71,-80.51
43409,33,51,18,1,22,0,0,0,0,1354,2422.9995205872888,161.88803214206212,360.0,1.0,1,1,33131,3,25.75,-80.3
43410,317,349,33,1,31,1,2,0,0,1522,1234.2495980817262,154.59419675029582,360.0,1.0,0,0,33127,3,25.53,-80.5
43413,51,241,135,1,38,1,0,1,1,1490,920.6701880205002,106.6008434283962,300.0,1.0,0,1,33184,3,25.65,-80.16
43419,316,312,164,0,31,0,1,0,0,5717,2891.2924151731495,100.09427011223907,360.0,0.0,0,1,33141,3,25.56,-80.2
43420,39,131,59,1,23,0,0,1,0,1795,1787.2036910292854,241.4365551256808,360.0,1.0,1,0,33130,0,25.65,-80.36
43422,185,164,80,1,27,0,0,0,0,1602,4151.239178299889,190.4789796523614,360.0,1.0,0,1,33039,3,25.93,-80.51
43423,215,238,119,0,46,1,3,0,0,1072,1567.6641641909825,179.69113038948868,360.0,1.0,0,1,33182,0,25.81,-80.38
43426,329,189,1,1,24,1,0,0,1,1092,2077.7988097451343,188.79180372441968,360.0,1.0,1,0,33010,3,25.94,-80.31
43427,238,62,111,1,31,1,2,0,0,1218,2045.781849844457,96.62370406928201,360.0,1.0,1,0,33160,3,25.81,-80.18
43433,373,245,135,1,29,1,0,0,0,1131,1082.0870756618401,335.5304787104668,360.0,1.0,0,1,33015,3,25.88,-80.46
43436,64,33,135,0,23,1,2,0,1,2319,2549.5943531943763,176.17203339123438,300.0,0.0,0,1,33176,3,25.77,-80.19
43438,23,104,16,0,23,0,0,0,0,1689,1216.8267718627537,133.94502814621114,360.0,1.0,2,1,33054,3,25.77,-80.18
43439,284,320,151,1,24,1,1,0,0,4887,2336.584042403881,168.27369798080906,360.0,0.0,1,1,33178,3,25.85,-80.45
43442,265,318,68,1,19,1,0,0,1,2550,981.9580519268202,216.82940898452046,360.0,1.0,0,0,33101,3,25.85,-80.16
43445,140,225,138,1,44,0,0,0,1,2561,1154.0086917312206,136.14992622413914,360.0,1.0,0,0,33055,3,25.52,-80.34
43447,54,171,165,0,23,0,0,0,0,816,2674.848973812101,149.4942352747306,180.0,0.0,0,1,33182,3,25.82,-80.24
43450,100,261,69,1,20,1,2,0,0,1058,4223.117523911713,97.1502836745131,360.0,1.0,0,1,33165,4,25.77,-80.38
43453,2,301,114,1,31,0,2,0,1,1990,2323.570954881517,100.77250670910064,360.0,0.0,0,1,33031,3,25.78,-80.15
43460,214,244,114,1,38,0,0,1,1,3970,4162.331240641766,119.81722176940309,180.0,1.0,1,1,33033,3,25.73,-80.4
43461,378,128,48,1,20,1,0,1,0,1204,2322.468223337542,282.0779516397499,360.0,0.0,2,1,33033,3,25.76,-80.18
43462,180,198,9,1,31,0,3,0,0,2172,2327.7461278695837,193.6883625879992,360.0,0.0,0,1,33033,0,25.79,-80.14
43463,268,8,114,1,33,0,1,1,0,2120,1410.734818678267,145.1887985533228,360.0,1.0,0,0,33185,3,25.6,-80.36
43464,69,281,93,1,22,1,0,0,0,3207,2390.508309414982,143.23052550283344,360.0,1.0,2,0,33141,3,25.76,-80.21
43465,336,77,135,1,36,1,3,0,0,1348,2735.522796776511,119.97490649878013,360.0,0.0,1,0,33131,0,25.82,-80.28
43469,143,26,95,1,31,1,3,1,0,3183,1705.75661398905,119.88690235354468,360.0,0.0,1,1,33185,3,25.65,-80.21
43472,7,76,45,1,36,1,0,0,1,2646,1585.7229835513383,321.90167722232445,360.0,1.0,0,1,33128,0,25.68,-80.36
43474,71,262,159,1,28,0,1,0,0,1033,3955.2520791385814,242.67189541813414,360.0,1.0,0,1,33101,3,25.53,-80.23
43476,133,211,106,1,41,0,2,0,0,2947,1687.1527309598869,124.23629923297699,360.0,1.0,1,0,33035,3,25.73,-80.39
43477,330,90,114,1,36,1,2,0,0,1407,3726.097024192708,130.55296930678713,360.0,1.0,2,1,33142,3,25.68,-80.18
43479,58,172,86,1,22,0,1,0,0,1701,1532.131891796044,230.4221581205755,360.0,1.0,1,0,33012,3,25.82,-80.18
43480,154,301,126,1,37,0,0,0,0,1378,1475.556905516032,128.28933426348075,360.0,0.0,2,1,33157,3,25.52,-80.3
43483,151,164,117,1,47,0,0,1,0,4582,2816.665215568895,121.88603239921298,360.0,1.0,1,1,33035,3,25.49,-80.58
43485,314,311,70,0,31,1,0,0,0,786,1818.6746758461927,196.04550056265924,240.0,0.0,2,0,33018,3,25.5,-80.19
43489,8,56,44,1,24,0,0,0,1,1224,1646.7947826033135,200.26088496025343,360.0,1.0,1,0,33126,3,25.78,-80.14
43491,267,307,118,1,31,1,2,1,0,1545,518.1089800195409,227.07608220180737,360.0,1.0,2,1,33030,3,25.77,-80.27
43492,312,121,54,1,34,1,0,0,0,1764,2136.460257688066,127.028115263407,360.0,1.0,0,1,33178,3,25.5,-80.19
43493,259,226,135,1,20,0,2,0,1,1088,2223.7635537166148,109.50392774791885,360.0,1.0,2,1,33131,1,25.56,-80.15
43496,152,27,66,1,47,1,0,1,0,1858,3197.1658708091927,96.05163777113961,360.0,1.0,2,1,33183,3,25.66,-80.17
43498,278,307,25,1,42,1,0,1,0,1457,2321.9144457951606,101.8794323413134,360.0,1.0,1,1,33193,3,25.52,-80.45
43499,290,110,71,0,22,1,1,1,0,786,1679.9448395483444,106.65175480283317,480.0,0.0,0,1,33138,4,25.92,-80.39
43500,66,74,16,1,56,1,0,0,0,1803,3717.52274002763,142.12877966179275,360.0,1.0,0,0,33055,3,25.73,-80.27
43501,274,120,135,1,47,1,0,0,0,2757,2022.826274835094,177.37051168813906,360.0,1.0,0,1,33157,3,25.93,-80.63
43505,57,311,1,0,50,0,0,0,0,2803,2453.2279878070935,113.35748310494165,360.0,1.0,2,1,33170,3,25.9,-80.46
43506,116,127,142,1,34,0,0,0,1,1923,1001.2687423671271,153.00153000307978,300.0,1.0,2,1,33178,0,25.92,-80.26
43515,329,125,6,1,35,1,3,1,0,2339,1067.2365152232126,157.9727229801034,36.0,1.0,0,1,33055,3,25.86,-80.4
43518,39,227,135,0,37,1,2,0,0,1486,3171.2075122117008,97.71516624865758,180.0,1.0,1,1,33056,0,25.74,-80.24
43523,84,36,11,0,24,1,0,0,1,867,2636.239399000012,132.03159704438977,120.0,1.0,0,1,33175,3,25.66,-80.33
43524,117,320,10,1,24,1,0,0,0,1860,2116.8702257217055,129.5628277272346,300.0,0.0,1,1,33150,3,25.85,-80.27
43526,213,168,13,1,31,0,0,0,0,1611,2204.7310541272404,201.9158099882596,360.0,0.0,2,1,33150,1,25.78,-80.27
43527,70,157,127,1,19,0,2,1,0,1915,1478.6800800414699,135.59766257175013,180.0,1.0,0,0,33149,2,25.76,-80.18
43528,376,254,136,1,35,1,0,0,1,1165,1400.6323264340297,141.21676186387904,300.0,1.0,0,0,33142,3,25.89,-80.15
43529,68,50,45,0,46,1,0,0,0,1699,1746.5420130902517,103.32936574828744,360.0,0.0,0,0,33032,3,25.9,-80.51
43533,242,145,135,1,40,1,0,1,0,2906,2082.739324219367,175.94571942335267,360.0,1.0,0,1,33033,3,25.89,-80.39
43534,28,202,80,1,35,1,0,0,0,932,3283.089362356469,99.94681430050241,360.0,1.0,2,0,33030,3,25.86,-80.34
43536,37,181,60,1,46,0,0,0,0,1950,3679.773206633757,141.13340398657368,360.0,1.0,0,0,33034,3,25.75,-80.28
43542,214,174,63,1,37,0,0,0,0,1830,2869.23166405341,118.8521526043277,84.0,1.0,0,1,33131,1,25.93,-80.28
43544,284,109,158,1,33,1,0,0,0,1264,1779.2683452773683,130.29089016050386,360.0,1.0,1,1,33015,3,25.76,-80.16
43546,296,255,171,1,50,1,0,0,0,3118,1666.8942608389775,114.07479383053757,360.0,0.0,0,1,33015,0,25.27,-80.24
43547,23,299,20,1,34,0,2,0,0,3472,3820.0887157001403,124.64742458503746,360.0,0.0,1,1,33133,2,25.72,-80.31
43550,287,222,164,1,39,0,0,0,0,1869,1024.4106964651469,184.79704337138355,360.0,1.0,2,1,33141,3,25.96,-80.36
43551,343,8,135,1,21,1,2,0,0,2034,1881.0007060993944,250.86579069139202,360.0,1.0,1,1,33032,3,25.27,-80.29
43552,196,42,14,1,43,1,1,0,0,2774,1995.2488920790554,113.7907613971982,360.0,1.0,0,1,33138,6,25.79,-80.49
43554,66,240,104,1,36,1,0,0,0,1986,1388.018678843866,156.87792587266074,360.0,1.0,2,1,33157,3,25.46,-80.24
43561,358,175,121,1,19,1,0,0,0,1343,1491.801500973081,116.09190752099457,360.0,1.0,1,1,33161,7,25.96,-80.36
43562,361,119,114,0,26,0,0,0,0,2205,1367.8309278070133,185.085295358436,360.0,1.0,2,1,33030,0,25.56,-80.51
43564,97,264,46,1,36,0,2,0,0,1981,1040.9660528513884,161.58705659328612,360.0,1.0,2,1,33149,3,25.5,-80.21
43569,319,139,135,1,43,0,0,0,0,1173,1382.0382832434843,127.30702594396877,360.0,1.0,1,1,33145,3,25.88,-80.2
43572,187,47,5,1,21,0,0,0,0,2915,1697.6408148443645,182.1052297120906,360.0,0.0,0,1,33016,6,25.74,-80.24
43577,383,148,73,1,45,1,2,0,0,2245,1841.5398472626816,129.20942390963097,480.0,1.0,0,1,33160,3,25.65,-80.18
43579,260,313,114,1,23,1,2,0,0,6673,1538.534793225207,103.40416903517365,360.0,1.0,2,1,33194,3,25.5,-80.21
43582,225,56,19,1,22,0,1,1,0,4124,1624.1852807067835,153.57529401952033,360.0,1.0,0,0,33180,0,25.91,-80.14
43585,154,24,171,1,27,0,1,0,1,2332,1877.5693928889568,177.7855383287025,360.0,1.0,0,0,33033,1,25.7,-80.24
43588,58,76,114,1,19,0,2,0,0,1004,2855.0673235705826,194.18210116212543,360.0,1.0,1,0,33015,3,25.73,-80.58
43591,173,157,130,0,25,0,2,0,0,4255,1757.6837164019817,111.89085894454217,180.0,1.0,0,1,33156,3,25.92,-80.3
43592,17,232,138,1,36,0,0,0,0,2171,1082.7660345450026,205.33380376739336,180.0,1.0,1,1,33172,0,25.81,-80.39
43594,263,195,114,1,33,0,0,0,0,1418,3409.7285898295045,171.66960118183823,360.0,1.0,1,1,33139,1,25.73,-80.36
43596,242,209,130,1,34,1,0,0,1,1998,1122.981766648356,113.80732781740578,300.0,0.0,0,1,33138,2,25.64,-80.14
43598,135,57,135,1,51,0,1,0,1,1153,1849.4676505084296,95.31738402297123,360.0,1.0,2,1,33010,3,25.65,-80.35
43600,327,314,114,1,33,1,0,0,0,1441,3117.6196909009473,124.56476575570862,360.0,1.0,0,1,33175,3,25.9,-80.51
43601,19,141,1,1,26,0,0,0,1,2711,2422.67355500163,111.53679612980636,360.0,1.0,0,1,33176,3,25.49,-80.23
43603,238,334,11,1,26,1,0,0,0,1376,580.3153762479292,127.86161834441204,360.0,1.0,1,1,33185,3,25.68,-80.41
43605,194,275,58,1,43,0,0,1,0,4618,2897.9077588390533,142.13363158786672,360.0,1.0,1,1,33134,3,25.81,-80.51
43606,410,168,27,1,38,0,1,0,1,1868,2743.1676597061523,135.79499587934862,300.0,1.0,2,0,33109,3,25.68,-80.36
43608,266,312,14,1,42,0,1,1,0,4655,4071.088389902028,200.50003368501672,360.0,0.0,2,1,33170,1,25.81,-80.5
43609,178,86,45,1,42,1,0,0,0,5047,2265.482517796476,209.53361644256637,360.0,1.0,1,0,33031,3,25.91,-80.18
43611,1,221,114,1,39,0,0,1,0,5335,1788.9254846422825,214.61714314181046,360.0,0.0,2,1,33131,3,25.92,-80.31
43613,325,103,135,1,19,1,0,0,0,966,1575.134135109208,195.092829825906,180.0,1.0,0,1,33145,4,25.78,-80.14
43616,312,241,135,1,34,1,0,0,0,1361,3769.1297867997428,112.96705710487119,480.0,0.0,0,1,33145,1,25.88,-80.36
43617,47,129,82,1,25,0,1,0,0,3712,1033.7602951933152,116.29578688355662,180.0,0.0,0,0,33147,0,25.81,-80.21
43624,341,149,126,1,39,0,2,0,0,2162,1667.7097980457793,154.61134477583312,180.0,1.0,0,1,33149,3,25.61,-80.31
43625,189,198,114,1,47,1,2,1,1,2516,2038.221297973461,108.45827652968201,360.0,1.0,0,1,33169,3,25.9,-80.16
43626,315,352,114,1,27,1,0,0,0,863,2802.068160232244,154.92245945437656,360.0,1.0,1,0,33122,3,25.66,-80.27
43627,291,225,159,0,28,1,1,0,0,1474,1191.6102924861548,173.40427147823743,360.0,0.0,1,0,33132,3,25.64,-80.19
43628,35,249,128,1,27,1,0,0,0,1543,1668.1925857464107,96.53365086878311,360.0,1.0,2,0,33141,3,25.89,-80.21
43630,52,165,106,1,28,1,3,0,0,2143,2366.0349636402657,126.06606431037304,360.0,1.0,1,1,33160,3,25.49,-80.18
43631,279,236,1,0,47,1,0,1,0,3222,1270.3091106470883,229.13755969003725,360.0,0.0,2,1,33142,6,25.64,-80.32
43632,166,96,18,1,41,1,2,0,0,5124,1707.6998161398965,92.78053742697693,360.0,1.0,0,1,33177,0,25.67,-80.36
43634,53,164,159,0,22,1,1,1,0,2460,1392.2488897713065,153.1174199416179,360.0,0.0,2,0,33176,3,25.7,-80.41
43638,121,290,145,1,42,0,0,0,0,1539,3231.2072939703303,151.00171522177072,360.0,1.0,0,1,33140,3,25.81,-80.4
43640,407,265,11,0,20,1,0,0,0,3222,1826.2201749596873,129.36563611740905,360.0,0.0,1,1,33013,3,25.64,-80.29
43645,369,250,114,1,49,0,2,0,0,1962,2331.928935261299,125.63213353405976,360.0,0.0,0,1,33143,3,25.89,-80.19
43648,397,195,11,1,49,0,3,0,0,2074,1924.905472359336,118.11666007580503,360.0,1.0,2,1,33140,1,25.46,-80.58
43649,245,4,135,1,38,0,0,0,0,2073,2143.5056975204047,137.61644606611833,360.0,1.0,0,0,33178,3,25.7,-80.35
43650,299,350,111,0,49,0,3,0,0,1729,3429.8830877990927,140.16097234136964,360.0,0.0,0,1,33128,3,25.77,-80.35
43652,140,86,1,1,24,0,0,0,0,2445,2694.0179495269954,117.31463044388083,360.0,1.0,2,0,33014,3,25.85,-80.28
